Attribute,Category,Type,Value,Year
GOOD,4500-04 · Vehicle Maintenance/Fuel Income,Income,3192,2021
GOOD,4500-04 · Vehicle Maintenance/Fuel Income,Income,3192,2023
GOOD,5000-01 · Labor Hire Payroll,COGS,3865.65,2024
GOOD,5000-01 · Labor Hire Payroll,COGS,4317.55,2023
GOOD,5000-01 · Labor Hire Payroll,COGS,6761.24,2022
GOOD,5000-01 · Labor Hire Payroll,COGS,8694.16,2021
GOOD,5002-01 · Labor Hire Payroll Taxes,COGS,332.7,2023
GOOD,5002-01 · Labor Hire Payroll Taxes,COGS,349.93,2024
GOOD,5002-01 · Labor Hire Payroll Taxes,COGS,570.08,2022
GOOD,5002-01 · Labor Hire Payroll Taxes,COGS,698.98,2021
GOOD,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
GOOD,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
GOOD,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
GOOD,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
GOOD,Net Income,Income,19979.49,2024
GOOD,Net Income,Income,34922.34,2022
GOOD,Net Income,Income,44476,2023
GOOD,Net Income,Income,54384.24,2021
GOOD,Total COGS,COGS,2010.86,2021
GOOD,Total COGS,COGS,2390.16,2023
GOOD,Total COGS,COGS,4241.27,2024
GOOD,Total COGS,COGS,7081.66,2022
GOOD,Total Expense,Expense,0,2021
GOOD,Total Expense,Expense,0,2022
GOOD,Total Expense,Expense,0,2023
GOOD,Total Expense,Expense,0,2024
GOOD,Total Income,Income,24220.76,2024
GOOD,Total Income,Income,42004,2022
GOOD,Total Income,Income,46866.16,2023
GOOD,Total Income,Income,56395.1,2021
GRANT,4300-01 · Custom Farming Equipment,Income,0,2021
GRANT,4300-01 · Custom Farming Equipment,Income,0,2023
GRANT,4300-01 · Custom Farming Equipment,Income,0,2024
GRANT,4300-01 · Custom Farming Equipment,Income,105,2022
GRANT,4300-02 · Custom Harvesting Equipment,Income,2413,2021
GRANT,4300-02 · Custom Harvesting Equipment,Income,2698,2023
GRANT,4300-02 · Custom Harvesting Equipment,Income,2733,2022
GRANT,4300-02 · Custom Harvesting Equipment,Income,585,2024
GRANT,4412 · Labor Income - Other,Income,0,2021
GRANT,4412 · Labor Income - Other,Income,0,2022
GRANT,4412 · Labor Income - Other,Income,0,2023
GRANT,4412 · Labor Income - Other,Income,0,2024
GRANT,4412-01 · Custom Farming Labor,Income,0,2023
GRANT,4412-01 · Custom Farming Labor,Income,144,2024
GRANT,4412-01 · Custom Farming Labor,Income,28,2021
GRANT,4412-01 · Custom Farming Labor,Income,45,2022
GRANT,4500-01 · Management Fees Income,Income,0,2021
GRANT,4500-01 · Management Fees Income,Income,0,2022
GRANT,4500-01 · Management Fees Income,Income,0,2023
GRANT,4500-01 · Management Fees Income,Income,0,2024
GRANT,4500-02 · Clerical Variable Income,Income,0,2021
GRANT,4500-02 · Clerical Variable Income,Income,0,2022
GRANT,4500-02 · Clerical Variable Income,Income,0,2023
GRANT,4500-02 · Clerical Variable Income,Income,0,2024
GRANT,4500-03 · Customers' Crop Share,Income,0,2021
GRANT,4500-03 · Customers' Crop Share,Income,0,2022
GRANT,4500-03 · Customers' Crop Share,Income,0,2023
GRANT,4500-03 · Customers' Crop Share,Income,0,2024
GRANT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
GRANT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
GRANT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
GRANT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
GRANT,5000-01 · Labor Hire Payroll,COGS,0,2021
GRANT,5000-01 · Labor Hire Payroll,COGS,0,2023
GRANT,5000-01 · Labor Hire Payroll,COGS,0,2024
GRANT,5000-01 · Labor Hire Payroll,COGS,28.5,2022
GRANT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
GRANT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
GRANT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
GRANT,5002-01 · Labor Hire Payroll Taxes,COGS,2.18,2022
GRANT,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
GRANT,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
GRANT,5002-04 · Harvesting Payroll Taxes,COGS,1.57,2021
GRANT,5002-04 · Harvesting Payroll Taxes,COGS,43.05,2024
GRANT,Net Income,Income,2418.93,2021
GRANT,Net Income,Income,2698,2023
GRANT,Net Income,Income,342.07,2024
GRANT,Net Income,Income,3491.92,2022
GRANT,Total COGS,COGS,0,2023
GRANT,Total COGS,COGS,22.07,2021
GRANT,Total COGS,COGS,386.93,2024
GRANT,Total COGS,COGS,'-48.92,2022
GRANT,Total Expense,Expense,0,2021
GRANT,Total Expense,Expense,0,2022
GRANT,Total Expense,Expense,0,2023
GRANT,Total Expense,Expense,0,2024
GRANT,Total Income,Income,2441,2021
GRANT,Total Income,Income,2698,2023
GRANT,Total Income,Income,3443,2022
GRANT,Total Income,Income,729,2024
GULLATT,4300-01 · Custom Farming Equipment,Income,0,2021
GULLATT,4300-01 · Custom Farming Equipment,Income,0,2022
GULLATT,4300-01 · Custom Farming Equipment,Income,0,2024
GULLATT,4300-01 · Custom Farming Equipment,Income,920,2023
GULLATT,4300-02 · Custom Harvesting Equipment,Income,0,2022
GULLATT,4300-02 · Custom Harvesting Equipment,Income,0,2023
GULLATT,4300-02 · Custom Harvesting Equipment,Income,0,2024
GULLATT,4300-02 · Custom Harvesting Equipment,Income,10085.26,2021
GULLATT,4412 · Labor Income - Other,Income,0,2021
GULLATT,4412 · Labor Income - Other,Income,0,2022
GULLATT,4412 · Labor Income - Other,Income,0,2023
GULLATT,4412 · Labor Income - Other,Income,0,2024
GULLATT,4412-01 · Custom Farming Labor,Income,0,2022
GULLATT,4412-01 · Custom Farming Labor,Income,0,2024
GULLATT,4412-01 · Custom Farming Labor,Income,320,2023
GULLATT,4412-01 · Custom Farming Labor,Income,572,2021
GULLATT,4500-01 · Management Fees Income,Income,0,2021
GULLATT,4500-01 · Management Fees Income,Income,0,2022
GULLATT,4500-01 · Management Fees Income,Income,0,2023
GULLATT,4500-01 · Management Fees Income,Income,0,2024
GULLATT,4500-02 · Clerical Variable Income,Income,0,2021
GULLATT,4500-02 · Clerical Variable Income,Income,0,2022
GULLATT,4500-02 · Clerical Variable Income,Income,0,2023
GULLATT,4500-02 · Clerical Variable Income,Income,0,2024
GULLATT,4500-03 · Customers' Crop Share,Income,0,2021
GULLATT,4500-03 · Customers' Crop Share,Income,0,2022
GULLATT,4500-03 · Customers' Crop Share,Income,0,2023
GULLATT,4500-03 · Customers' Crop Share,Income,0,2024
GULLATT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
GULLATT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
GULLATT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
GULLATT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
GULLATT,5000-01 · Labor Hire Payroll,COGS,0,2021
GULLATT,5000-01 · Labor Hire Payroll,COGS,0,2022
GULLATT,5000-01 · Labor Hire Payroll,COGS,0,2024
GULLATT,5000-01 · Labor Hire Payroll,COGS,300,2023
GULLATT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
GULLATT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
GULLATT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
GULLATT,5002-01 · Labor Hire Payroll Taxes,COGS,22.95,2023
GULLATT,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
GULLATT,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
GULLATT,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
GULLATT,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
GULLATT,Net Income,Income,0,2022
GULLATT,Net Income,Income,0,2024
GULLATT,Net Income,Income,10657.26,2021
GULLATT,Net Income,Income,917.05,2023
GULLATT,Total COGS,COGS,0,2021
GULLATT,Total COGS,COGS,0,2022
GULLATT,Total COGS,COGS,0,2024
GULLATT,Total COGS,COGS,322.95,2023
GULLATT,Total Expense,Expense,0,2021
GULLATT,Total Expense,Expense,0,2022
GULLATT,Total Expense,Expense,0,2023
GULLATT,Total Expense,Expense,0,2024
GULLATT,Total Income,Income,0,2022
GULLATT,Total Income,Income,0,2024
GULLATT,Total Income,Income,10657.26,2021
GULLATT,Total Income,Income,1240,2023
HAGLE,4300-01 · Custom Farming Equipment,Income,0,2021
HAGLE,4300-01 · Custom Farming Equipment,Income,0,2022
HAGLE,4300-01 · Custom Farming Equipment,Income,0,2023
HAGLE,4300-01 · Custom Farming Equipment,Income,494,2024
HAGLE,4300-02 · Custom Harvesting Equipment,Income,0,2021
HAGLE,4300-02 · Custom Harvesting Equipment,Income,0,2022
HAGLE,4300-02 · Custom Harvesting Equipment,Income,0,2023
HAGLE,4300-02 · Custom Harvesting Equipment,Income,0,2024
HAGLE,4412 · Labor Income - Other,Income,0,2021
HAGLE,4412 · Labor Income - Other,Income,0,2022
HAGLE,4412 · Labor Income - Other,Income,0,2023
HAGLE,4412 · Labor Income - Other,Income,0,2024
HAGLE,4412-01 · Custom Farming Labor,Income,0,2021
HAGLE,4412-01 · Custom Farming Labor,Income,0,2022
HAGLE,4412-01 · Custom Farming Labor,Income,0,2023
HAGLE,4412-01 · Custom Farming Labor,Income,221,2024
HAGLE,4500-01 · Management Fees Income,Income,0,2021
HAGLE,4500-01 · Management Fees Income,Income,0,2022
HAGLE,4500-01 · Management Fees Income,Income,0,2023
HAGLE,4500-01 · Management Fees Income,Income,0,2024
HAGLE,4500-02 · Clerical Variable Income,Income,0,2021
HAGLE,4500-02 · Clerical Variable Income,Income,0,2022
HAGLE,4500-02 · Clerical Variable Income,Income,0,2023
HAGLE,4500-02 · Clerical Variable Income,Income,0,2024
HAGLE,4500-03 · Customers' Crop Share,Income,0,2021
HAGLE,4500-03 · Customers' Crop Share,Income,0,2022
HAGLE,4500-03 · Customers' Crop Share,Income,0,2023
HAGLE,4500-03 · Customers' Crop Share,Income,0,2024
HAGLE,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
HAGLE,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
HAGLE,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
HAGLE,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
HAGLE,5000-01 · Labor Hire Payroll,COGS,0,2021
HAGLE,5000-01 · Labor Hire Payroll,COGS,0,2022
HAGLE,5000-01 · Labor Hire Payroll,COGS,0,2023
HAGLE,5000-01 · Labor Hire Payroll,COGS,124,2024
HAGLE,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
HAGLE,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
HAGLE,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
HAGLE,5002-01 · Labor Hire Payroll Taxes,COGS,9.4,2024
HAGLE,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
HAGLE,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
HAGLE,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
HAGLE,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
HAGLE,Net Income,Income,0,2021
HAGLE,Net Income,Income,0,2022
HAGLE,Net Income,Income,0,2023
HAGLE,Net Income,Income,581.6,2024
HAGLE,Total COGS,COGS,0,2021
HAGLE,Total COGS,COGS,0,2022
HAGLE,Total COGS,COGS,0,2023
HAGLE,Total COGS,COGS,133.4,2024
HAGLE,Total Expense,Expense,0,2021
HAGLE,Total Expense,Expense,0,2022
HAGLE,Total Expense,Expense,0,2023
HAGLE,Total Expense,Expense,0,2024
HAGLE,Total Income,Income,0,2021
HAGLE,Total Income,Income,0,2022
HAGLE,Total Income,Income,0,2023
HAGLE,Total Income,Income,715,2024
HALE,4300-01 · Custom Farming Equipment,Income,0,2021
HALE,4300-01 · Custom Farming Equipment,Income,0,2022
HALE,4300-01 · Custom Farming Equipment,Income,0,2023
HALE,4300-01 · Custom Farming Equipment,Income,868,2024
HALE,4300-02 · Custom Harvesting Equipment,Income,0,2021
HALE,4300-02 · Custom Harvesting Equipment,Income,0,2022
HALE,4300-02 · Custom Harvesting Equipment,Income,0,2023
HALE,4300-02 · Custom Harvesting Equipment,Income,2525,2024
HALE,4412 · Labor Income - Other,Income,0,2021
HALE,4412 · Labor Income - Other,Income,0,2022
HALE,4412 · Labor Income - Other,Income,0,2023
HALE,4412 · Labor Income - Other,Income,0,2024
HALE,4412-01 · Custom Farming Labor,Income,0,2021
HALE,4412-01 · Custom Farming Labor,Income,0,2022
HALE,4412-01 · Custom Farming Labor,Income,0,2023
HALE,4412-01 · Custom Farming Labor,Income,319,2024
HALE,4500-01 · Management Fees Income,Income,0,2021
HALE,4500-01 · Management Fees Income,Income,0,2022
HALE,4500-01 · Management Fees Income,Income,0,2023
HALE,4500-01 · Management Fees Income,Income,0,2024
HALE,4500-02 · Clerical Variable Income,Income,0,2021
HALE,4500-02 · Clerical Variable Income,Income,0,2022
HALE,4500-02 · Clerical Variable Income,Income,0,2023
HALE,4500-02 · Clerical Variable Income,Income,0,2024
HALE,4500-03 · Customers' Crop Share,Income,0,2021
HALE,4500-03 · Customers' Crop Share,Income,0,2022
HALE,4500-03 · Customers' Crop Share,Income,0,2023
HALE,4500-03 · Customers' Crop Share,Income,0,2024
HALE,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
HALE,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
HALE,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
HALE,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
HALE,5000-01 · Labor Hire Payroll,COGS,0,2021
HALE,5000-01 · Labor Hire Payroll,COGS,0,2022
HALE,5000-01 · Labor Hire Payroll,COGS,0,2023
HALE,5000-01 · Labor Hire Payroll,COGS,451.13,2024
HALE,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
HALE,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
HALE,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
HALE,5002-01 · Labor Hire Payroll Taxes,COGS,34.31,2024
HALE,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
HALE,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
HALE,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
HALE,5002-04 · Harvesting Payroll Taxes,COGS,65.51,2024
HALE,Net Income,Income,0,2021
HALE,Net Income,Income,0,2022
HALE,Net Income,Income,0,2023
HALE,Net Income,Income,2604.42,2024
HALE,Total COGS,COGS,0,2021
HALE,Total COGS,COGS,0,2022
HALE,Total COGS,COGS,0,2023
HALE,Total COGS,COGS,1107.58,2024
HALE,Total Expense,Expense,0,2021
HALE,Total Expense,Expense,0,2022
HALE,Total Expense,Expense,0,2023
HALE,Total Expense,Expense,0,2024
HALE,Total Income,Income,0,2021
HALE,Total Income,Income,0,2022
HALE,Total Income,Income,0,2023
HALE,Total Income,Income,3712,2024
HF HARVESTING OPERATION,4300-01 · Custom Farming Equipment,Income,0,2021
HF HARVESTING OPERATION,4300-01 · Custom Farming Equipment,Income,0,2022
HF HARVESTING OPERATION,4300-01 · Custom Farming Equipment,Income,0,2023
HF HARVESTING OPERATION,4300-01 · Custom Farming Equipment,Income,0,2024
HF HARVESTING OPERATION,4300-02 · Custom Harvesting Equipment,Income,0,2021
HF HARVESTING OPERATION,4300-02 · Custom Harvesting Equipment,Income,0,2022
HF HARVESTING OPERATION,4300-02 · Custom Harvesting Equipment,Income,0,2023
HF HARVESTING OPERATION,4300-02 · Custom Harvesting Equipment,Income,0,2024
HF HARVESTING OPERATION,4412 · Labor Income - Other,Income,0,2021
HF HARVESTING OPERATION,4412 · Labor Income - Other,Income,0,2022
HF HARVESTING OPERATION,4412 · Labor Income - Other,Income,0,2023
HF HARVESTING OPERATION,4412 · Labor Income - Other,Income,0,2024
HF HARVESTING OPERATION,4412-01 · Custom Farming Labor,Income,0,2021
HF HARVESTING OPERATION,4412-01 · Custom Farming Labor,Income,0,2022
HF HARVESTING OPERATION,4412-01 · Custom Farming Labor,Income,0,2023
HF HARVESTING OPERATION,4412-01 · Custom Farming Labor,Income,0,2024
HF HARVESTING OPERATION,4500-01 · Management Fees Income,Income,0,2021
HF HARVESTING OPERATION,4500-01 · Management Fees Income,Income,0,2022
HF HARVESTING OPERATION,4500-01 · Management Fees Income,Income,0,2023
HF HARVESTING OPERATION,4500-01 · Management Fees Income,Income,0,2024
HF HARVESTING OPERATION,4500-02 · Clerical Variable Income,Income,0,2021
HF HARVESTING OPERATION,4500-02 · Clerical Variable Income,Income,0,2022
HF HARVESTING OPERATION,4500-02 · Clerical Variable Income,Income,0,2023
HF HARVESTING OPERATION,4500-02 · Clerical Variable Income,Income,0,2024
HF HARVESTING OPERATION,4500-03 · Customers' Crop Share,Income,0,2021
HF HARVESTING OPERATION,4500-03 · Customers' Crop Share,Income,0,2022
HF HARVESTING OPERATION,4500-03 · Customers' Crop Share,Income,0,2023
HF HARVESTING OPERATION,4500-03 · Customers' Crop Share,Income,0,2024
HF HARVESTING OPERATION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
HF HARVESTING OPERATION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
HF HARVESTING OPERATION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
HF HARVESTING OPERATION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
HF HARVESTING OPERATION,5000-01 · Labor Hire Payroll,COGS,0,2022
HF HARVESTING OPERATION,5000-01 · Labor Hire Payroll,COGS,0,2023
HF HARVESTING OPERATION,5000-01 · Labor Hire Payroll,COGS,0,2024
HF HARVESTING OPERATION,5000-01 · Labor Hire Payroll,COGS,1608.08,2021
HF HARVESTING OPERATION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
HF HARVESTING OPERATION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
HF HARVESTING OPERATION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
HF HARVESTING OPERATION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
HF HARVESTING OPERATION,5002-04 · Harvesting Payroll Taxes,COGS,16388.5,2024
HF HARVESTING OPERATION,5002-04 · Harvesting Payroll Taxes,COGS,168.62,2021
HF HARVESTING OPERATION,5002-04 · Harvesting Payroll Taxes,COGS,34054.49,2022
HF HARVESTING OPERATION,5002-04 · Harvesting Payroll Taxes,COGS,47815.24,2023
HF HARVESTING OPERATION,Net Income,Income,'-1201730.61,2022
HF HARVESTING OPERATION,Net Income,Income,'-547559.76,2024
HF HARVESTING OPERATION,Net Income,Income,'-958499.77,2021
HF HARVESTING OPERATION,Net Income,Income,'-964826.24,2023
HF HARVESTING OPERATION,Total COGS,COGS,1201730.61,2022
HF HARVESTING OPERATION,Total COGS,COGS,546704.52,2024
HF HARVESTING OPERATION,Total COGS,COGS,958499.77,2021
HF HARVESTING OPERATION,Total COGS,COGS,963889.74,2023
HF HARVESTING OPERATION,Total Expense,Expense,0,2021
HF HARVESTING OPERATION,Total Expense,Expense,0,2022
HF HARVESTING OPERATION,Total Expense,Expense,855.24,2024
HF HARVESTING OPERATION,Total Expense,Expense,936.5,2023
HF HARVESTING OPERATION,Total Income,Income,0,2021
HF HARVESTING OPERATION,Total Income,Income,0,2022
HF HARVESTING OPERATION,Total Income,Income,0,2023
HF HARVESTING OPERATION,Total Income,Income,0,2024
HF SUPPLY,4300-01 · Custom Farming Equipment,Income,0,2021
HF SUPPLY,4300-01 · Custom Farming Equipment,Income,0,2022
HF SUPPLY,4300-01 · Custom Farming Equipment,Income,0,2023
HF SUPPLY,4300-01 · Custom Farming Equipment,Income,0,2024
HF SUPPLY,4300-02 · Custom Harvesting Equipment,Income,0,2021
HF SUPPLY,4300-02 · Custom Harvesting Equipment,Income,0,2022
HF SUPPLY,4300-02 · Custom Harvesting Equipment,Income,0,2023
HF SUPPLY,4300-02 · Custom Harvesting Equipment,Income,0,2024
HF SUPPLY,4412 · Labor Income - Other,Income,0,2021
HF SUPPLY,4412 · Labor Income - Other,Income,0,2022
HF SUPPLY,4412 · Labor Income - Other,Income,0,2023
HF SUPPLY,4412 · Labor Income - Other,Income,0,2024
HF SUPPLY,4412-01 · Custom Farming Labor,Income,0,2021
HF SUPPLY,4412-01 · Custom Farming Labor,Income,0,2022
HF SUPPLY,4412-01 · Custom Farming Labor,Income,0,2023
HF SUPPLY,4412-01 · Custom Farming Labor,Income,0,2024
HF SUPPLY,4500-01 · Management Fees Income,Income,0,2021
HF SUPPLY,4500-01 · Management Fees Income,Income,0,2022
HF SUPPLY,4500-01 · Management Fees Income,Income,0,2023
HF SUPPLY,4500-01 · Management Fees Income,Income,0,2024
HF SUPPLY,4500-02 · Clerical Variable Income,Income,0,2021
HF SUPPLY,4500-02 · Clerical Variable Income,Income,0,2022
HF SUPPLY,4500-02 · Clerical Variable Income,Income,0,2023
HF SUPPLY,4500-02 · Clerical Variable Income,Income,0,2024
HF SUPPLY,4500-03 · Customers' Crop Share,Income,0,2021
HF SUPPLY,4500-03 · Customers' Crop Share,Income,0,2022
HF SUPPLY,4500-03 · Customers' Crop Share,Income,0,2023
HF SUPPLY,4500-03 · Customers' Crop Share,Income,0,2024
HF SUPPLY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
HF SUPPLY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
HF SUPPLY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
HF SUPPLY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
HF SUPPLY,5000-01 · Labor Hire Payroll,COGS,24929.17,2024
HF SUPPLY,5000-01 · Labor Hire Payroll,COGS,36740.29,2023
HF SUPPLY,5000-01 · Labor Hire Payroll,COGS,49245.77,2021
HF SUPPLY,5000-01 · Labor Hire Payroll,COGS,55661.81,2022
HF SUPPLY,5002-01 · Labor Hire Payroll Taxes,COGS,2170.26,2024
HF SUPPLY,5002-01 · Labor Hire Payroll Taxes,COGS,3090.63,2023
HF SUPPLY,5002-01 · Labor Hire Payroll Taxes,COGS,3616.79,2021
HF SUPPLY,5002-01 · Labor Hire Payroll Taxes,COGS,3972.28,2022
HF SUPPLY,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
HF SUPPLY,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
HF SUPPLY,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
HF SUPPLY,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
HF SUPPLY,Net Income,Income,'-104421.01,2022
HF SUPPLY,Net Income,Income,'-141563.17,2021
HF SUPPLY,Net Income,Income,'-49261.94,2023
HF SUPPLY,Net Income,Income,'-50843.98,2024
HF SUPPLY,Total COGS,COGS,103386.09,2022
HF SUPPLY,Total COGS,COGS,132844.54,2021
HF SUPPLY,Total COGS,COGS,27168.65,2024
HF SUPPLY,Total COGS,COGS,47058.14,2023
HF SUPPLY,Total Expense,Expense,1034.92,2022
HF SUPPLY,Total Expense,Expense,2203.8,2023
HF SUPPLY,Total Expense,Expense,23675.33,2024
HF SUPPLY,Total Expense,Expense,7918.63,2021
HF SUPPLY,Total Income,Income,0,2021
HF SUPPLY,Total Income,Income,0,2022
HF SUPPLY,Total Income,Income,0,2023
HF SUPPLY,Total Income,Income,0,2024
HF TRUCKING OPERATION,4300-01 · Custom Farming Equipment,Income,0,2021
HF TRUCKING OPERATION,4300-01 · Custom Farming Equipment,Income,0,2022
HF TRUCKING OPERATION,4300-01 · Custom Farming Equipment,Income,0,2023
HF TRUCKING OPERATION,4300-01 · Custom Farming Equipment,Income,0,2024
HF TRUCKING OPERATION,4300-02 · Custom Harvesting Equipment,Income,0,2021
HF TRUCKING OPERATION,4300-02 · Custom Harvesting Equipment,Income,0,2022
HF TRUCKING OPERATION,4300-02 · Custom Harvesting Equipment,Income,0,2023
HF TRUCKING OPERATION,4300-02 · Custom Harvesting Equipment,Income,0,2024
HF TRUCKING OPERATION,4412 · Labor Income - Other,Income,0,2021
HF TRUCKING OPERATION,4412 · Labor Income - Other,Income,0,2022
HF TRUCKING OPERATION,4412 · Labor Income - Other,Income,0,2023
HF TRUCKING OPERATION,4412 · Labor Income - Other,Income,0,2024
HF TRUCKING OPERATION,4412-01 · Custom Farming Labor,Income,0,2021
HF TRUCKING OPERATION,4412-01 · Custom Farming Labor,Income,0,2022
HF TRUCKING OPERATION,4412-01 · Custom Farming Labor,Income,0,2023
HF TRUCKING OPERATION,4412-01 · Custom Farming Labor,Income,0,2024
HF TRUCKING OPERATION,4500-01 · Management Fees Income,Income,0,2021
HF TRUCKING OPERATION,4500-01 · Management Fees Income,Income,0,2022
HF TRUCKING OPERATION,4500-01 · Management Fees Income,Income,0,2023
HF TRUCKING OPERATION,4500-01 · Management Fees Income,Income,0,2024
HF TRUCKING OPERATION,4500-02 · Clerical Variable Income,Income,0,2021
HF TRUCKING OPERATION,4500-02 · Clerical Variable Income,Income,0,2022
HF TRUCKING OPERATION,4500-02 · Clerical Variable Income,Income,0,2023
HF TRUCKING OPERATION,4500-02 · Clerical Variable Income,Income,0,2024
HF TRUCKING OPERATION,4500-03 · Customers' Crop Share,Income,0,2021
HF TRUCKING OPERATION,4500-03 · Customers' Crop Share,Income,0,2022
HF TRUCKING OPERATION,4500-03 · Customers' Crop Share,Income,0,2023
HF TRUCKING OPERATION,4500-03 · Customers' Crop Share,Income,0,2024
HF TRUCKING OPERATION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
HF TRUCKING OPERATION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
HF TRUCKING OPERATION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
HF TRUCKING OPERATION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
HF TRUCKING OPERATION,5000-01 · Labor Hire Payroll,COGS,0,2021
HF TRUCKING OPERATION,5000-01 · Labor Hire Payroll,COGS,0,2022
HF TRUCKING OPERATION,5000-01 · Labor Hire Payroll,COGS,0,2023
HF TRUCKING OPERATION,5000-01 · Labor Hire Payroll,COGS,0,2024
HF TRUCKING OPERATION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
HF TRUCKING OPERATION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
HF TRUCKING OPERATION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
HF TRUCKING OPERATION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
HF TRUCKING OPERATION,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
HF TRUCKING OPERATION,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
HF TRUCKING OPERATION,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
HF TRUCKING OPERATION,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
HF TRUCKING OPERATION,Net Income,Income,'-104880.35,2023
HF TRUCKING OPERATION,Net Income,Income,'-34047.84,2022
HF TRUCKING OPERATION,Net Income,Income,'-54591.36,2021
HF TRUCKING OPERATION,Net Income,Income,'-64764.59,2024
HF TRUCKING OPERATION,Total COGS,COGS,195989.92,2022
HF TRUCKING OPERATION,Total COGS,COGS,330017.09,2021
HF TRUCKING OPERATION,Total COGS,COGS,36039.62,2024
HF TRUCKING OPERATION,Total COGS,COGS,361334.74,2023
HF TRUCKING OPERATION,Total Expense,Expense,2193.27,2021
HF TRUCKING OPERATION,Total Expense,Expense,303.79,2022
HF TRUCKING OPERATION,Total Expense,Expense,3032.66,2023
HF TRUCKING OPERATION,Total Expense,Expense,37893.41,2024
